City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
262,altai,46.3722,96.2583,32.45,63,44,14.85,MN,1712872224
263,badr hunayn,23.7829,38.7905,73.0,52,52,1.52,SA,1712872224
264,pakokku,21.3333,95.1,84.88,30,0,1.05,MM,1712872225
265,mweka,-4.85,21.5667,72.59,85,100,1.36,CD,1712872225
266,kish,26.5578,54.0194,79.07,73,20,6.91,IR,1712872226
267,newport,51.5877,-2.9984,58.08,93,100,13.42,GB,1712872226
268,lamu,-2.2717,40.902,83.08,85,61,10.27,KE,1712872227
269,aras-asan,8.8908,126.3033,76.42,88,99,3.53,PH,1712872227
270,mangrol,21.1167,70.1167,76.53,85,33,11.45,IN,1712872228
271,kerikeri,-35.2268,173.9474,68.92,90,58,7.05,NZ,1712872229
272,belvedere marittimo,39.6179,15.8617,55.11,78,100,2.44,IT,1712872229
273,gamba,-2.65,10.0,79.93,88,100,4.21,GA,1712872230
274,la passe,45.5549,-0.8967,57.43,93,40,7.29,FR,1712872230
275,alvorada,-12.48,-49.1247,76.5,88,92,3.98,BR,1712872231
276,mount gambier,-37.8333,140.7667,54.97,66,100,3.29,AU,1712872046
277,troitsko-pechorsk,62.7084,56.1964,38.7,99,100,14.0,RU,1712872232
278,howrah,22.5892,88.3103,78.8,65,40,4.61,IN,1712872232
279,sisimiut,66.9395,-53.6735,23.07,88,95,2.55,GL,1712872234
280,sinabang,2.4803,96.3801,79.61,85,98,3.58,ID,1712872234
281,jamestown,42.097,-79.2353,63.99,96,100,11.5,US,1712872186
282,vyazemskiy,47.5378,134.7525,48.92,76,44,2.57,RU,1712872235
283,whitehorse,60.7161,-135.0538,43.57,38,40,6.91,CA,1712872236
284,ancud,-41.8697,-73.8203,53.67,68,0,4.09,CL,1712872236
285,tazovsky,67.4667,78.7,-8.57,95,53,13.91,RU,1712872237
286,granja,-3.1203,-40.8261,75.7,98,99,3.38,BR,1712872237
287,broken hill,-31.95,141.4333,53.19,63,26,8.66,AU,1712872238
288,i-n-salah,27.1935,2.4607,73.42,21,0,17.58,DZ,1712872238
289,coari,-4.085,-63.1414,78.69,96,100,1.61,BR,1712872239
290,hammerfest,70.6634,23.6821,34.25,86,75,11.5,NO,1712872240
291,mhamid,29.82,-5.72,76.08,7,3,8.37,MA,1712872240
292,crucecita,-28.95,-58.9833,63.43,83,100,12.64,AR,1712872241
293,mandan,46.8267,-100.8896,55.38,40,75,20.71,US,1712872183
294,kaihua,23.3687,104.28,61.18,95,76,5.5,CN,1712872242
295,tabas,33.5959,56.9244,73.62,17,52,9.22,IR,1712872242
296,gohana,29.1333,76.7,78.55,18,24,5.26,IN,1712872243
297,saipan,15.1355,145.701,79.5,89,40,14.97,MP,1712872243
298,vernon,50.2581,-119.2691,60.6,39,100,3.44,CA,1712872226
299,mglin,53.0591,32.8475,47.93,65,25,6.35,RU,1712872244
300,rio grande,-32.035,-52.0986,68.11,61,100,15.14,BR,1712871946
301,poso,-1.3959,120.7524,76.37,92,100,6.91,ID,1712872246
