City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,aizawl,23.7333,92.7167,73.2,54,75,0.0,IN,1712894476
348,mukachevo,48.4419,22.7179,51.84,85,88,5.59,UA,1712894476
349,tyup,42.7276,78.3648,50.86,45,100,4.29,KG,1712894477
350,bom jesus da lapa,-13.255,-43.4181,79.95,62,100,2.04,BR,1712894417
351,windhoek,-22.5594,17.0832,62.11,47,8,1.99,NA,1712894479
352,san pedro,14.35,121.0167,92.43,56,20,10.36,PH,1712894480
353,wilmington island,32.0036,-80.9737,71.69,64,100,11.5,US,1712894187
354,nadym,65.5333,72.5167,15.96,93,100,30.53,RU,1712894482
355,novyy urgal,51.0736,132.5642,41.7,71,100,4.54,RU,1712894483
356,manokwari,-0.8667,134.0833,83.77,74,61,9.53,ID,1712894484
357,tolanaro,-25.0319,46.9987,73.47,88,40,11.5,MG,1712894485
358,mount gambier,-37.8333,140.7667,60.8,50,100,6.62,AU,1712894382
359,dakhla,23.6848,-15.958,67.64,74,0,5.21,EH,1712894487
360,gonabad,34.3529,58.6837,59.85,60,83,9.89,IR,1712894487
361,baker city,44.7749,-117.8344,53.6,63,100,1.9,US,1712894489
362,macia,-25.0269,33.0989,60.22,93,66,5.7,MZ,1712894490
